Date,BRD.RO,DIGI.RO,FP.RO,M.RO,SFG.RO,SNG.RO,SNP.RO,TGN.RO,TLV.RO,WINE.RO
2002-04-15 00:00:00+00:00,35062.68359375,,,,,,207.3292694091797,,,
2002-04-16 00:00:00+00:00,34000.1796875,,,,,,200.85025024414062,,,
2002-04-17 00:00:00+00:00,32406.41796875,,,,,,207.3292694091797,,,
2002-04-18 00:00:00+00:00,32760.595703125,,,,,,220.287353515625,,,
2002-04-19 00:00:00+00:00,34000.1796875,,,,,,226.76638793945312,,,
2002-04-22 00:00:00+00:00,34885.6015625,,,,,,252.68258666992188,,,
2002-04-23 00:00:00+00:00,35062.68359375,,,,,,265.6406555175781,,,
2002-04-24 00:00:00+00:00,34354.34765625,,,,,,268.880126953125,,,
2002-04-25 00:00:00+00:00,34885.6015625,,,,,,268.880126953125,,,
2002-04-26 00:00:00+00:00,34708.51953125,,,,,,268.880126953125,,,
2002-04-29 00:00:00+00:00,37187.703125,,,,,,268.880126953125,,,
2002-04-30 00:00:00+00:00,37010.6171875,,,,,,307.75439453125,,,
2002-05-01 00:00:00+00:00,37010.6171875,,,,,,307.75439453125,,,
2002-05-02 00:00:00+00:00,37010.6171875,,,,,,307.75439453125,,,
2002-05-03 00:00:00+00:00,37010.6171875,,,,,,307.75439453125,,,
2002-05-06 00:00:00+00:00,37010.6171875,,,,,,307.75439453125,,,
2002-05-07 00:00:00+00:00,40198.13671875,,,,,,327.1915283203125,,,
2002-05-08 00:00:00+00:00,38958.5390625,,,,,,333.67059326171875,,,
2002-05-09 00:00:00+00:00,38427.2890625,,,,,,327.1915283203125,,,
2002-05-10 00:00:00+00:00,38250.203125,,,,,,327.1915283203125,,,
2002-05-13 00:00:00+00:00,36833.53515625,,,,,,317.4729919433594,,,
2002-05-14 00:00:00+00:00,35239.76953125,,,,,,288.3172302246094,,,
2002-05-15 00:00:00+00:00,35771.0234375,,,,,,301.275390625,,,
2002-05-16 00:00:00+00:00,36125.1875,,,,,,298.0358581542969,,,
2002-05-17 00:00:00+00:00,35416.859375,,,,,,291.5567932128906,,,
2002-05-20 00:00:00+00:00,36479.359375,,,,,,298.0358581542969,,,
2002-05-21 00:00:00+00:00,36656.4453125,,,,,,307.75439453125,,,
2002-05-22 00:00:00+00:00,36302.26953125,,,,,,314.2334289550781,,,
2002-05-23 00:00:00+00:00,37187.703125,,,,,,320.71246337890625,,,
2002-05-24 00:00:00+00:00,38073.12109375,,,,,,320.71246337890625,,,
2002-05-27 00:00:00+00:00,36833.53515625,,,,,,310.99395751953125,,,
2002-05-28 00:00:00+00:00,37364.78125,,,,,,307.75439453125,,,
2002-05-29 00:00:00+00:00,37364.78125,,,,,,304.51483154296875,,,
2002-05-30 00:00:00+00:00,37187.703125,,,,,,301.275390625,,,
2002-05-31 00:00:00+00:00,37364.78125,,,,,,301.275390625,,,
2002-06-03 00:00:00+00:00,37187.703125,,,,,,298.0358581542969,,,
2002-06-04 00:00:00+00:00,36833.53515625,,,,,,294.7962951660156,,,
2002-06-05 00:00:00+00:00,36125.1875,,,,,,298.0358581542969,,,
2002-06-06 00:00:00+00:00,36302.26953125,,,,,,291.5567932128906,,,
2002-06-07 00:00:00+00:00,36302.26953125,,,,,,291.5567932128906,,,
2002-06-10 00:00:00+00:00,37187.703125,,,,,,285.0777893066406,,,
2002-06-11 00:00:00+00:00,37010.6171875,,,,,,281.83819580078125,,,
2002-06-12 00:00:00+00:00,37187.703125,,,,,,288.3172302246094,,,
2002-06-13 00:00:00+00:00,36656.4453125,,,,,,291.5567932128906,,,
2002-06-14 00:00:00+00:00,36656.4453125,,,,,,294.7962951660156,,,
2002-06-17 00:00:00+00:00,36656.4453125,,,,,,307.75439453125,,,
